stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,municipality_id,stop_desc,stop_timezone,wheelchair_boarding,platform_code,vehicle_type
205361,,Puhakankatu 3-7 keskustasta,61.0509471,28.177119200000003,1,http://405,0,,405,,,0,,
205362,,Ratakatu 18 keskustasta,61.04781500000001,28.1916854,1,http://405,0,,405,,,0,,
205363,,Matkakeskus,61.0487005,28.194773,1,http://405,0,,405,,,0,,
205364,,Ratakatu keskustaan,61.051535400000006,28.201743200000003,1,http://405,0,,405,,,0,,
205365,,Ratakatu keskustasta,61.0517194,28.201781500000003,1,http://405,0,,405,,,0,,
205366,,Mäntyläntie 10 keskustasta,61.024975000000005,28.1599241,1,http://405,0,,405,,,0,,
205367,,Mäntyläntie 4 keskustasta,61.02598150000001,28.162867600000002,1,http://405,0,,405,,,0,,
205368,,Ruoholampi,61.05213930000001,28.066802600000003,1,http://405,0,,405,,,0,,
205369,,Selkäharjunkatu I,61.03053980000001,28.0591006,1,http://405,0,,405,,,0,,
205372,,Selkäharjunkatu L,61.03089560000001,28.058329000000004,1,http://405,0,,405,,,0,,
205373,,Sammonlahdenkatu-Kiertokatu keskustaan,61.049283300000006,28.0987028,1,http://405,0,,405,,,0,,
205374,,Sammonlahdenkatu-Kiertokatu keskustasta,61.0495317,28.0997556,1,http://405,0,,405,,,0,,
